score_id,transaction_id,account_id,risk_score,score_reason,timestamp
1277,571,859,4.55,Rise like car.,2020-09-03 20:36:02
1278,3499,359,5.13,Decide how five technology.,2023-11-24 06:58:40
1279,4210,637,8.24,Indeed generation position.,2023-01-25 00:10:40
1280,2959,124,4.71,Blue media.,2024-11-16 03:30:01
1281,2304,183,3.99,Work throw public painting garden.,2023-08-24 14:53:56
1282,3625,813,3.4,That I push friend least.,2020-10-12 22:07:20
1283,3922,530,7.86,Growth source camera relate.,2023-04-18 18:56:37
1284,804,365,8.5,Concern change fund adult.,2021-05-14 05:10:54
1285,427,861,3.12,Republican table international.,2022-01-15 14:26:27
1286,1575,784,5.25,Bad also seem.,2023-11-11 17:40:44
1287,29,282,4.07,Left establish.,2022-03-31 12:23:35
1288,3754,788,3.75,Rock already relationship both.,2022-12-27 11:01:20
1289,2139,539,9.29,Activity individual.,2022-09-22 22:19:49
1290,64,409,1.83,Win others relationship become.,2024-04-06 06:17:06
1291,1291,505,4.83,Six election defense.,2024-05-23 03:01:20
1292,806,491,6.96,Plant run shoulder power.,2024-10-03 03:15:49
1293,2374,205,4.56,Sign will back follow.,2023-04-29 15:14:32
1294,145,678,3.7,Already consider computer.,2021-10-19 07:33:06
1295,2191,185,8.49,Lose treat visit new.,2023-12-21 14:28:35
1296,1804,784,5.32,Hotel whose future.,2021-08-06 21:02:35
1297,2702,591,2.15,Project much five moment.,2022-07-06 16:34:13
1298,762,824,1.11,Religious interest often meeting learn.,2024-01-12 23:41:43
1299,3879,673,3.44,Mr than let.,2024-11-08 21:35:32
1300,1984,56,8.7,Our thought most.,2023-08-20 07:32:35
1301,1170,572,9.4,Maintain word outside value.,2023-10-16 01:45:18
1302,3113,332,4.07,Than describe dark.,2021-12-02 14:50:56
1303,4812,372,6.99,Ok let arm.,2023-03-13 08:01:21
1304,4034,798,1.38,Agent lay buy.,2023-06-14 01:03:53
1305,388,855,2.15,Upon city seek phone.,2020-11-01 06:21:24
1306,1927,835,6.43,Attorney stock write friend fine.,2024-05-08 03:31:36
1307,357,427,3.83,Clearly star.,2020-02-14 18:44:59
1308,949,617,9.02,Energy address.,2024-06-02 23:17:59
1309,456,584,4.61,Than situation country any.,2023-06-12 14:34:21
1310,3137,441,2.05,What college require.,2020-01-23 01:18:13
1311,4799,325,4.12,Training concern environmental most performance.,2023-05-28 19:17:33
1312,770,566,4.51,Consider democratic policy shoulder reach.,2024-05-15 09:02:12
1313,2198,683,9.81,Friend stage discuss tax.,2021-01-14 15:47:56
1314,2207,353,2.46,Movie could pressure.,2023-06-19 12:28:48
1315,3323,149,6.34,Bring improve.,2023-02-19 01:12:02
1316,4860,636,4.33,Yes city player recently.,2020-12-24 15:50:59
1317,1064,242,2.21,Spend wish southern brother member.,2024-06-25 00:50:56
1318,3863,700,9.59,East imagine material military.,2023-12-17 08:19:18
1319,608,992,7.23,Degree laugh school site.,2024-08-20 22:14:38
1320,315,8,3.84,Bit condition citizen firm.,2024-06-03 00:10:43
1321,614,272,7.3,Response kitchen forward huge.,2020-05-09 04:20:22
1322,4538,504,4.8,Staff president range bed vote.,2021-09-08 11:52:36
1323,1432,994,8.29,Bag hotel expert cause develop.,2021-08-17 01:48:33
1324,1233,390,1.87,Wonder until become party from.,2020-06-28 18:59:07
1325,3625,987,8.83,Card fill life.,2020-05-15 20:33:17
1326,376,13,5.56,Feeling contain.,2021-01-12 08:08:28
1327,1839,888,1.21,Decade foreign successful team.,2024-05-02 16:30:08
1328,911,762,2.58,Small above however control.,2020-03-16 23:01:35
1329,746,453,1.77,Population stock choice gas.,2023-08-13 13:10:33
1330,2425,489,8.27,Pay this real.,2022-05-12 23:50:22
1331,3606,216,3.36,Cover candidate.,2024-01-25 08:06:23
1332,776,544,7.9,Head former strategy son.,2022-07-08 13:19:56
1333,877,82,5.51,Tough single apply.,2024-06-04 03:11:40
1334,3535,740,8.16,American onto road.,2021-07-31 13:41:04
1335,502,62,1.91,Blood material.,2023-01-17 10:52:22
1336,72,155,2.15,Last center third develop.,2024-12-21 15:17:48
1337,3937,475,3.96,Born measure southern.,2024-07-09 03:49:27
1338,4282,728,6.29,More fund maybe which.,2020-04-04 06:51:37
1339,4088,687,2.29,Attorney fall keep Democrat.,2021-03-10 03:43:51
1340,60,751,5.84,Much model shoulder.,2022-12-05 21:16:30
1341,3286,343,3.12,Language week through no natural.,2024-03-16 02:26:16
1342,1486,615,2.88,Coach series create politics sense.,2023-11-01 19:07:52
1343,3144,667,6.9,Life send training beyond.,2023-03-06 18:39:39
1344,517,265,7.73,Task low knowledge political.,2023-09-17 05:05:17
1345,533,30,4.34,Woman box community.,2024-12-03 00:31:35
1346,1471,340,2.0,Stay watch we bag meet.,2021-12-29 06:10:39
1347,4268,962,6.99,Do add edge.,2024-06-10 07:49:29
1348,4049,934,6.14,Others ground discussion reveal road.,2020-02-29 23:45:03
1349,3681,549,1.85,Note body.,2022-06-23 14:15:38
1350,4510,504,7.09,Industry other carry role fear.,2023-11-01 10:40:46
1351,4255,295,1.95,Hand past surface discussion film.,2024-10-19 08:37:32
1352,4993,13,5.67,Win road raise even.,2023-05-01 12:24:09
1353,1435,649,9.66,Attack reason successful.,2021-11-20 07:13:55
1354,2828,229,7.46,Rule somebody probably.,2022-01-31 17:19:31
1355,3992,185,6.64,Other put.,2022-03-28 11:42:56
1356,4243,631,6.49,Travel bed teach civil look.,2023-07-10 19:52:15
1357,1096,526,3.57,Threat product method audience.,2022-02-03 17:37:37
1358,979,722,4.43,Expect still hand southern.,2021-04-23 17:09:05
1359,4112,745,4.09,Majority range read performance leave.,2022-11-05 22:15:27
1360,390,784,4.93,Bag describe dinner score.,2020-09-21 19:45:39
1361,161,44,1.36,Fear consumer official make.,2024-07-07 16:06:55
1362,1463,878,8.1,Special suddenly garden majority.,2024-09-13 08:29:38
1363,230,24,6.79,Water since authority form magazine.,2021-02-12 08:46:14
1364,2032,260,5.88,Always maybe.,2022-06-14 23:46:05
1365,1439,39,1.19,Word move.,2020-11-26 07:00:14
1366,233,352,3.38,Ground modern hear.,2021-10-25 08:34:33
1367,2619,621,7.53,Artist until week prove specific.,2024-07-19 07:52:13
1368,4211,762,1.77,Look question.,2022-01-27 02:18:55
1369,3042,953,4.17,Simply fall newspaper detail.,2024-09-21 09:10:15
1370,3502,302,5.69,North get can.,2020-05-27 07:42:42
1371,445,118,4.38,Study issue sport wear.,2023-07-02 08:12:55
1372,2120,602,1.69,Until structure life visit project.,2021-03-16 13:02:47
1373,436,733,4.3,Allow identify force opportunity soon.,2023-03-23 02:39:08
1374,4319,563,7.21,Spend would.,2020-11-18 15:27:03
1375,685,20,9.81,New else out charge pull.,2023-05-30 13:00:52
1376,2654,879,1.48,Newspaper force model.,2024-02-24 15:19:40
1377,589,369,9.15,Near small after.,2024-04-18 22:00:22
1378,4568,73,2.53,Wear population charge necessary check.,2021-07-20 13:21:32
1379,3006,714,6.4,Offer respond thank.,2021-03-30 12:57:04
1380,1116,177,3.47,Artist material recent.,2021-09-09 21:31:19
1381,3779,144,3.46,Head seven whose consider push.,2023-11-12 18:54:14
1382,4081,522,2.01,Major level.,2020-04-07 02:57:50
1383,2410,863,6.76,College technology technology quite.,2023-09-02 06:27:31
1384,3660,906,8.9,President explain.,2024-09-09 20:55:08
1385,1696,630,1.1,Else generation collection.,2023-09-24 08:11:49
1386,2997,150,2.33,Cup key.,2020-06-10 12:48:38
1387,1030,191,7.52,Scientist network every green.,2020-08-03 10:54:07
1388,3698,907,9.88,Tend nearly.,2022-08-02 10:18:19
1389,3947,516,7.42,Star ability.,2022-09-04 15:19:54
1390,2426,554,3.49,Blood bar sure.,2020-11-17 05:57:21
1391,1874,976,6.62,Government itself.,2024-03-01 17:33:24
1392,1758,491,7.61,Wall not value low.,2021-04-06 02:45:34
1393,1252,671,5.16,Feeling themselves trial.,2022-09-18 14:39:59
1394,3700,551,9.25,Majority evening understand body.,2022-02-07 03:42:41
1395,4456,47,7.69,Picture car customer director pretty.,2023-01-24 07:49:00
1396,1708,448,7.05,Recognize black most pick left.,2022-12-29 16:33:12
1397,3793,439,4.24,Create against.,2022-12-30 20:51:37
1398,3006,441,2.87,Under everybody term form.,2024-12-15 22:43:52
1399,2501,929,6.76,Home boy prove.,2020-03-15 12:11:44
1400,1712,674,2.82,All but white.,2021-02-11 00:51:54
1401,505,249,2.56,Catch low night design.,2021-04-03 15:59:27
1402,2420,443,6.9,Next security red.,2022-06-28 07:44:05
1403,377,276,4.55,Blood view big.,2022-04-13 16:29:02
1404,2905,608,2.36,Economy performance realize main.,2023-07-20 18:15:58
1405,3292,308,2.84,Little explain him discussion.,2022-09-19 14:30:59
1406,194,302,7.3,Else long personal.,2020-09-05 13:17:32
1407,3400,134,3.26,Radio economy home.,2020-05-07 07:58:08
1408,764,266,7.42,Threat miss believe nothing throughout.,2023-09-08 09:51:02
1409,1208,94,8.63,Compare about party maybe.,2021-02-22 16:26:44
1410,320,962,8.79,Wonder night onto.,2023-04-03 18:14:11
1411,3591,200,7.42,Meet smile new policy.,2021-03-16 13:34:50
1412,363,583,3.08,You television prepare week would.,2023-09-04 09:16:39
1413,4868,773,5.46,Real sit end yard.,2021-05-02 14:27:02
1414,210,842,4.94,Most leg lawyer.,2022-06-22 10:03:53
1415,4928,611,9.02,Lawyer put town condition.,2021-01-03 12:11:22
1416,1337,499,3.29,Central hit however step.,2024-07-31 22:44:56
1417,4582,337,6.28,Specific law.,2020-02-16 07:19:13
1418,4556,168,4.43,Though unit analysis continue themselves.,2022-07-03 11:31:12
1419,2048,71,4.43,Institution character me job thing.,2020-09-24 15:48:02
1420,4,707,5.34,Two yeah risk their.,2022-04-17 07:23:02
1421,606,867,4.09,Health American my good.,2021-03-18 21:33:30
1422,91,934,3.03,Officer six operation contain.,2020-01-27 13:45:22
1423,4097,306,8.81,Common local dog spring amount.,2020-03-01 20:21:42
1424,404,848,2.66,Cost factor ball military.,2020-11-15 23:37:54
1425,3955,783,4.02,Cost man gas later different.,2020-06-12 03:37:14
1426,783,522,4.55,Stand project.,2023-10-01 03:49:07
1427,2838,300,3.05,Itself ago blue cold.,2020-02-27 03:59:21
1428,3194,237,3.22,Cause personal spring.,2022-09-11 18:56:54
1429,4583,465,2.42,Tax after official look public.,2021-10-18 13:10:29
1430,736,968,3.17,Happy treat.,2022-07-16 11:33:43
1431,378,674,8.56,Talk baby explain certain wish.,2021-06-23 15:33:23
1432,1548,885,8.31,Rich strategy general subject.,2023-01-07 17:28:05
1433,2299,575,3.3,Strategy stay travel write.,2023-02-18 03:05:24
1434,3962,689,5.89,Himself end.,2022-11-10 07:25:54
1435,2716,291,4.36,Southern worry also.,2022-10-15 03:02:45
1436,4247,913,1.31,Result top culture pass.,2021-01-25 02:08:07
1437,424,359,9.74,Continue stage west sound without.,2021-08-05 21:11:16
1438,3943,214,8.64,Key ago identify.,2020-01-03 06:53:14
1439,4045,975,6.73,Behavior be able.,2020-12-07 23:51:41
1440,531,317,7.82,Book simply.,2022-07-31 01:21:10
1441,3868,811,3.38,Ready leg.,2021-05-20 22:16:01
1442,2359,717,1.92,Poor east nice receive.,2020-03-24 17:33:54
1443,2091,738,3.58,Section deep tonight ground.,2023-05-23 20:32:36
1444,4376,1000,5.95,All floor space.,2021-07-31 11:11:27
1445,726,44,6.1,Policy value.,2023-08-04 00:13:17
1446,995,752,1.73,Simple physical idea by rather.,2023-06-12 06:55:36
1447,816,926,8.44,Either why.,2022-08-22 00:27:13
1448,476,522,4.25,Case fish care senior admit.,2022-10-04 20:43:31
1449,4413,930,8.27,Surface no usually case.,2024-08-10 11:09:17
1450,4388,993,3.54,Plant look television.,2022-03-19 05:01:31
1451,2519,284,2.55,Join available board.,2024-11-09 23:12:51
1452,2651,346,9.67,South tax other.,2022-07-28 20:17:56
1453,3534,14,3.27,Hope break friend.,2024-07-27 03:37:43
1454,2601,296,1.34,Machine ready power.,2024-07-09 02:02:09
1455,1031,505,4.81,Foreign fly baby entire.,2021-04-10 01:29:52
1456,3455,952,6.27,Century use its record.,2021-02-11 20:40:05
1457,277,106,7.3,Size myself member now.,2020-09-24 06:55:10
1458,3408,844,1.68,Age Mr practice.,2020-08-26 18:54:15
1459,1641,356,1.25,Scientist political major choose doctor.,2020-04-09 19:38:44
1460,485,991,5.35,Teacher decade probably knowledge bank.,2023-04-20 08:09:44
1461,2549,601,5.32,Federal least animal.,2024-02-02 13:56:07
1462,3394,60,3.85,Send or history believe.,2022-08-25 17:57:44
1463,3842,751,9.2,Training similar interesting prevent choice.,2020-05-31 11:56:52
1464,2939,711,3.62,Professional well food source itself.,2022-09-19 07:55:00
1465,538,654,5.01,Democrat professional.,2024-02-11 20:01:29
1466,2608,547,1.66,Government fine entire eat.,2022-03-19 01:44:46
1467,829,558,4.56,Assume anyone.,2024-02-29 20:25:44
1468,3596,260,7.66,Well whether drug yourself.,2020-04-10 02:38:49
1469,1038,557,1.82,Believe their discussion perform.,2023-04-13 17:36:30
1470,4407,322,2.24,Cup room while.,2021-07-14 00:16:44
1471,4055,672,2.47,Arm pull.,2022-05-25 12:54:29
1472,1034,870,4.1,Relate lead gas.,2021-11-12 14:52:26
1473,2314,646,7.6,Whether cover responsibility yard wish.,2024-11-30 15:28:46
1474,3736,933,3.22,Both per themselves give.,2024-04-24 01:08:35
1475,1977,763,9.61,Today seek national remember.,2020-10-07 02:20:12
1476,4478,27,6.4,Not me movie.,2020-04-03 07:52:31
1477,309,679,5.03,Citizen amount.,2023-10-25 00:38:22
1478,4199,781,5.97,Yard garden clear significant stand.,2021-03-07 18:29:57
1479,3470,766,1.93,Kitchen maintain wall wall.,2023-05-17 02:51:19
1480,1980,746,1.4,Born analysis.,2020-06-04 17:50:04
1481,4060,696,7.23,Myself thing.,2022-10-02 06:35:15
1482,2487,443,2.88,Upon cost stay floor.,2021-12-19 17:45:58
1483,3170,54,4.87,Now stuff side task.,2020-04-04 18:10:38
1484,4794,122,2.65,Environmental short reason cell.,2021-06-21 12:07:00
1485,3037,50,6.9,Glass him.,2024-12-14 03:23:54
1486,783,191,1.72,Exactly set light ground box.,2024-01-22 21:41:56
1487,3318,828,6.19,Subject across turn.,2020-02-05 18:59:00
1488,1817,477,2.05,Hear almost.,2020-09-25 16:45:46
1489,2223,710,2.59,Whose cup first once.,2024-11-15 18:55:48
1490,1636,278,2.82,Think offer sell perform key.,2020-04-20 03:21:30
1491,3211,189,6.82,World happy since.,2020-05-22 09:25:37
1492,381,851,6.79,Now most.,2020-12-28 12:49:16
1493,4228,950,7.31,Action recently reality.,2021-06-08 06:46:58
1494,629,952,8.12,Market interview sit.,2024-12-02 09:34:47
1495,1292,569,3.77,Popular few much.,2024-08-09 13:05:39
1496,4396,344,1.62,Benefit Democrat different travel he.,2022-09-14 11:17:06
1497,3639,380,9.44,Right collection.,2022-12-15 21:36:48
1498,858,721,7.05,Training actually similar series image.,2023-05-13 10:56:19
1499,1622,197,9.76,Shoulder almost generation tax process.,2024-07-18 23:25:10
1500,4047,369,1.53,Best factor make.,2021-12-21 04:20:54
1501,3921,888,1.96,Address her age child.,2020-09-17 04:25:39
1502,903,734,4.92,Ground perform start.,2020-12-02 06:28:15
1503,314,734,4.61,Himself always her concern yourself.,2020-08-15 21:27:48
1504,2258,507,6.22,If garden.,2021-03-08 08:57:07
1505,4999,237,8.76,Other board yes send like.,2022-04-05 09:00:07
1506,3818,525,8.4,Tonight entire dream worry.,2020-10-18 20:45:27
1507,1649,473,7.25,Trade support difficult more people.,2021-09-20 22:35:50
1508,3757,33,4.67,Other spring entire but.,2024-07-31 16:42:23
1509,1316,44,2.28,Develop character no treatment.,2021-10-17 02:14:23
1510,1929,962,5.71,Though provide issue.,2020-11-15 02:44:28
1511,423,924,1.29,Grow professor late she compare.,2022-04-20 18:23:17
1512,2848,927,2.05,Cell notice image.,2021-06-22 12:52:35
1513,3827,373,7.11,Rock however trip.,2020-11-22 02:39:20
1514,721,306,1.44,Person against teach more.,2024-04-26 11:54:32
1515,1010,601,4.21,Writer time act PM alone.,2021-09-01 17:28:42
1516,3511,256,8.4,Discussion police will according your.,2023-07-30 22:52:44
1517,1826,719,3.17,Left yeah rule lawyer.,2021-08-21 00:32:10
1518,1203,227,8.63,History tonight cell.,2021-10-25 13:27:58
1519,3375,750,6.36,Certain fight international often dark.,2022-06-01 18:42:45
1520,4928,848,6.04,View bag popular.,2024-02-27 20:49:30
1521,271,208,1.41,Visit project parent article suddenly.,2023-11-16 16:20:52
1522,4125,86,4.38,Week economic far.,2022-10-02 09:41:34
1523,1327,613,2.79,Eight if.,2023-01-17 13:22:02
1524,4007,641,2.51,Leave or try.,2020-10-21 19:27:53
1525,698,763,6.78,Voice billion agreement.,2021-03-11 17:14:33
1526,856,551,7.84,Significant quality wife clear.,2021-01-11 04:44:51
1527,4594,193,6.35,Something wonder same two.,2020-09-29 12:32:28
1528,2421,295,4.91,Owner concern reduce skin.,2022-02-28 09:58:00
1529,2575,739,1.78,Cut fall white recent.,2021-03-29 03:38:18
1530,924,619,2.98,Nice edge majority.,2022-06-11 19:48:41
1531,4857,721,3.72,Write present security.,2024-11-19 22:10:40
1532,203,478,7.61,Owner hospital.,2023-11-05 23:48:23
1533,2372,471,3.83,Speech home you trade.,2022-05-10 11:00:54
1534,4868,471,9.72,Church something entire.,2020-06-27 10:07:14
1535,2617,517,6.54,Born behind Democrat.,2020-06-18 12:09:11
1536,2475,504,3.54,Reveal thought white economic.,2024-11-30 05:59:55
1537,2294,539,1.74,Entire field control.,2021-04-23 01:07:10
1538,1901,778,3.32,Area good marriage ready next.,2020-06-28 16:55:49
1539,1799,59,6.26,Spring road.,2024-06-02 19:47:54
1540,3975,718,2.6,Tv local hard.,2022-03-03 17:40:20
1541,4686,613,4.12,Only federal many specific.,2023-10-26 16:42:20
1542,867,348,8.1,Social dream week fly.,2023-12-31 02:57:39
1543,418,801,3.93,Perform task marriage office also.,2021-10-19 21:15:47
1544,4630,32,2.93,Option suffer represent.,2024-11-23 05:53:18
1545,4376,435,7.01,Expert room south big.,2024-06-21 10:54:28
1546,913,453,1.98,Media country during.,2023-06-10 17:55:12
1547,4666,635,9.16,Within future former protect.,2024-07-29 05:28:51
1548,261,995,3.79,Court place.,2021-05-14 13:15:22
1549,1399,299,9.51,Thus ball thing could.,2020-04-15 15:47:13
1550,2219,573,6.82,Could as crime.,2021-05-28 05:34:19
1551,283,232,1.39,Open each maybe.,2022-05-06 17:59:43
1552,4063,413,6.96,Word father land.,2022-10-09 10:35:26
1553,880,778,5.46,Employee ok.,2024-02-04 20:39:45
1554,813,746,4.61,Of story west whatever.,2023-12-18 04:32:21
1555,3035,676,9.18,Run to.,2024-11-02 13:40:19
1556,3791,690,9.9,Control condition morning throughout.,2021-12-08 01:17:23
1557,3799,280,7.38,Daughter various to large director.,2021-05-07 19:14:05
1558,253,173,6.34,Reality great involve reason.,2022-04-06 02:03:44
1559,4937,224,5.66,Field seven ability.,2023-01-21 02:31:23
1560,2016,211,6.68,Majority it agent course left.,2022-08-30 19:17:10
1561,449,827,4.53,Might start respond.,2024-01-21 16:58:40
1562,1808,249,1.64,Later book war song.,2024-04-28 12:21:43
1563,1520,857,3.97,Similar actually.,2020-02-16 00:43:31
1564,462,183,1.05,Successful might box.,2020-08-29 19:05:30
1565,2340,879,6.52,Across building soon.,2020-10-25 19:43:09
1566,111,835,4.47,Thank own look.,2021-03-12 02:59:01
1567,1108,879,2.23,Lay federal individual wish.,2024-06-15 16:48:40
1568,862,178,8.78,Watch all exist couple.,2023-06-11 18:21:05
1569,3683,540,8.75,Live trouble image artist soon.,2022-05-01 05:46:05
1570,4485,309,3.12,Kitchen however project local.,2024-11-27 18:59:20
1571,4454,895,6.73,Candidate film system difficult.,2024-11-19 15:45:02
1572,4408,867,8.82,Fill about.,2022-05-01 22:35:32
1573,3386,62,9.72,Rich image say design authority.,2021-03-28 04:30:16
1574,1394,57,2.62,Owner yard party want ask.,2020-06-19 14:50:36
1575,3084,377,8.47,Really up provide full.,2022-01-17 14:36:20
1576,3636,870,9.03,Power teacher fine reduce case.,2021-07-08 01:16:14
1577,2602,875,4.57,Task professional decision.,2024-05-15 13:20:41
1578,3588,917,8.24,Run trial force them sometimes.,2020-07-27 17:52:10
1579,11,348,5.85,Black PM direction officer.,2022-01-05 12:44:50
1580,429,86,8.92,Its skill parent.,2021-12-12 20:43:16
1581,4622,184,7.01,Must democratic indicate sister road.,2022-08-29 04:36:27
1582,1645,411,5.78,Fact heavy care affect.,2024-08-01 23:52:19
1583,4132,310,4.66,Force almost east.,2024-05-17 06:00:47
1584,944,223,5.15,Process manage cup degree personal.,2020-10-17 09:48:49
1585,3347,664,7.62,Company light foot.,2020-10-07 05:26:10
1586,4947,198,8.15,Involve parent prove difficult.,2022-10-14 04:45:20
1587,1710,454,7.93,Something write.,2024-03-28 10:46:30
1588,3069,192,8.45,Stay bring crime.,2021-05-30 20:55:39
1589,242,265,8.33,Final score task great.,2022-03-30 22:19:42
1590,3562,170,7.25,Character notice as election.,2021-09-26 09:51:43
1591,4493,668,3.38,And family million bring history.,2023-08-21 01:26:06
1592,4126,671,7.62,Behind contain yes.,2023-03-04 21:53:08
1593,4613,337,9.68,Raise radio rule.,2020-06-03 14:24:58
1594,3081,864,3.37,Fill popular knowledge anyone beyond.,2022-04-07 08:12:02
1595,1286,135,3.51,Each edge center subject behavior.,2022-07-26 01:18:17
1596,2394,727,8.27,Which protect leader.,2020-02-01 17:30:24
1597,842,701,3.67,Realize citizen recently sister.,2024-09-17 01:54:47
1598,1310,327,8.14,Watch strategy lay hair.,2022-06-17 09:39:57
1599,3564,186,9.31,Prepare trouble technology present.,2024-08-27 06:10:42
1600,110,444,7.64,Performance smile man exactly cause.,2020-02-21 15:54:08
1601,75,733,4.56,Treat maybe.,2021-03-29 09:57:50
1602,2925,884,7.5,Run must.,2020-05-25 21:14:14
1603,1955,378,4.9,Senior either eat leader card.,2022-03-13 09:27:02
1604,218,91,5.81,Dinner laugh light.,2021-05-31 22:44:16
1605,4494,151,1.4,Radio cover difference true here.,2021-02-02 21:03:33
1606,1025,420,4.9,Thus dark.,2021-09-25 01:37:24
1607,4340,656,2.9,Usually room group teacher.,2023-01-17 18:50:27
1608,2153,720,7.35,Along capital play.,2022-11-05 13:41:00
1609,3487,962,3.53,Country leader kind attack give.,2023-03-24 17:11:42
1610,4225,899,2.58,Range along.,2021-05-14 17:24:51
1611,2337,141,1.43,Line street young.,2022-05-16 12:44:22
1612,3381,217,5.87,Free would the read.,2023-04-08 19:41:49
1613,1472,78,5.21,Try show.,2023-12-17 13:57:05
1614,3811,778,3.6,Because thank same forward safe.,2023-07-12 03:38:18
1615,3175,234,7.42,Know college involve business range.,2024-06-29 01:09:35
1616,3911,560,4.34,Star result sometimes.,2021-05-27 00:12:13
1617,3625,297,5.97,Democratic various address rest public.,2023-10-06 07:37:41
1618,556,142,9.59,Believe something similar.,2020-05-22 19:10:10
1619,2801,516,7.88,Participant foot activity.,2021-06-10 21:00:56
1620,2955,346,2.5,Finish argue.,2021-09-21 06:27:04
1621,4458,53,8.3,The series hot entire after.,2020-12-27 11:34:26
1622,3834,504,3.03,Bank Congress.,2021-08-16 13:19:49
1623,1644,241,3.87,Research me national investment.,2022-07-31 04:51:59
1624,778,482,4.78,Break training case.,2023-10-14 19:14:14
1625,1582,775,3.89,Understand page skin strong.,2021-06-15 04:32:16
1626,1863,300,8.93,Experience woman the girl social.,2022-10-30 23:22:33
1627,3532,335,1.82,I economy control bad.,2022-02-03 00:15:45
1628,3415,597,7.06,Talk defense guy.,2020-06-24 13:03:14
1629,3109,690,1.58,Eat environment where.,2020-04-07 01:40:07
1630,2547,638,5.87,First author could surface item.,2020-04-29 00:50:45
1631,2958,278,5.48,Style best air.,2021-10-28 15:24:22
1632,4823,196,3.02,Effect group bit ability.,2020-08-14 00:33:02
1633,149,876,4.64,Plan describe.,2022-02-04 05:32:30
1634,4141,790,3.71,Us recognize close.,2024-05-29 22:09:52
1635,749,776,3.44,Various me part.,2020-12-15 01:16:04
1636,1544,963,5.04,Democrat wear address couple.,2024-07-11 15:34:31
1637,1319,570,4.9,Individual product use oil understand.,2021-10-03 22:57:46
1638,4036,178,7.63,Compare south field win.,2024-09-09 05:57:43
1639,4529,997,5.18,Machine according marriage magazine.,2022-01-10 10:42:21
1640,3751,785,2.26,Pressure public stop.,2023-04-27 11:27:52
1641,2826,175,6.92,Provide boy.,2020-12-02 14:50:18
1642,787,791,8.62,Eye million edge.,2023-01-29 22:14:00
1643,3518,789,3.28,Body avoid have far.,2023-05-04 13:45:00
1644,1583,52,9.05,Air with later cost follow.,2023-11-16 17:08:30
1645,1873,227,3.8,Suffer large though including.,2020-10-29 02:20:01
1646,870,346,7.86,How prevent sometimes.,2024-09-16 06:51:57
1647,3633,356,5.4,Cup professional they.,2020-05-23 20:48:18
1648,2768,603,3.01,Car miss writer part.,2024-10-27 07:50:56
1649,2358,676,8.29,Whether respond true bit.,2024-06-13 07:37:18
1650,1149,152,2.22,Yeah mission car long.,2021-04-15 09:29:21
1651,4414,742,4.36,Past page.,2022-02-10 05:15:42
1652,4218,345,3.2,World agency media.,2020-09-02 06:39:56
1653,469,944,1.97,Between mind guy future.,2021-07-02 05:33:24
1654,2381,788,1.57,Wonder effort rest.,2022-04-04 00:16:17
1655,4638,611,1.86,Region tough life growth lose.,2021-09-21 01:10:20
1656,1219,700,9.49,Event eat him particular.,2020-09-08 10:31:06
1657,3264,51,6.56,Forward boy single.,2020-01-14 09:48:22
1658,3656,499,1.48,Participant clear.,2021-11-01 04:29:48
1659,387,385,6.7,Want year white.,2023-06-30 06:56:39
1660,1253,240,1.68,Home in agreement protect.,2024-01-23 09:27:56
1661,4211,358,8.56,List travel drive recently item.,2020-12-20 03:10:48
1662,777,904,2.89,Commercial material expect board discussion.,2024-07-08 10:52:59
1663,3025,228,9.05,Often perhaps bad short score.,2024-09-26 13:50:47
1664,3098,189,2.68,Under operation out response air.,2020-01-21 19:19:37
1665,3156,800,3.8,From important throw.,2022-11-30 04:41:37
1666,2135,408,5.68,Low enjoy alone eye.,2020-12-20 21:32:06
1667,503,810,2.34,Establish there beyond soon send.,2020-10-08 17:28:48
1668,424,582,4.49,Cut add father development.,2020-08-07 22:32:53
1669,18,494,6.73,Agree data wear mother during.,2020-07-31 12:13:31
1670,3130,88,4.31,Commercial trouble major safe.,2024-03-14 11:47:46
1671,2973,781,8.84,Officer up past.,2022-01-07 15:05:49
1672,4460,103,2.77,Wide just either low state.,2020-05-08 21:58:05
1673,4309,284,1.66,Alone happen once.,2022-03-22 22:08:29
1674,4654,180,8.5,Might small onto baby morning.,2023-12-11 22:34:58
1675,4526,632,8.27,Future control Republican list.,2021-08-10 21:21:46
1676,2304,354,3.21,May drive.,2022-07-26 14:07:43
1677,2399,136,1.51,Expert thus design.,2021-08-25 23:27:29
1678,1892,565,4.25,Mr do law.,2022-07-12 05:34:36
1679,1635,758,9.64,Man future.,2022-07-25 23:29:49
1680,799,403,6.14,Purpose however vote despite.,2021-12-26 05:14:47
1681,4610,195,3.34,Already shake size who true.,2024-07-07 15:12:28
1682,1039,133,8.48,Outside president wind night join.,2022-06-28 19:16:08
1683,647,3,8.5,Citizen send choose.,2020-06-04 01:54:25
1684,1381,441,1.04,Particular organization box the voice.,2024-03-31 08:53:06
1685,4289,996,7.64,Fast protect number start.,2024-07-20 10:28:27
1686,2828,976,6.2,Cold stage let enough full.,2021-07-26 12:51:14
1687,1551,426,6.03,Why stand.,2022-06-01 07:31:32
1688,4709,183,1.45,Responsibility range physical move.,2024-06-29 16:26:29
1689,1397,644,4.28,Well rule create investment here.,2020-01-23 05:02:23
